loan_id,age,gender,marital_status,dependents,education,employment_status,employment_years,annual_income,credit_score,previous_default,existing_loans_count,loan_purpose,loan_amount,loan_term_months,interest_rate,property_ownership,savings_balance,collateral_value,debt_to_income_ratio,loanapproval
LN102748,42,Female,Single,0,Bachelor's,Employed,5.1,62256,634,0,0,Medical,4400,60,8.28,Rent,7225,0,0.014,1
LN102749,35,Male,Married,0,Bachelor's,Employed,1.6,58794,560,0,0,Education,19300,360,11.45,Own,1153,0,0.011,1
LN102750,57,Male,Married,1,Master's,Employed,30.2,40640,610,0,1,Personal,3200,36,13.17,Own,5779,0,0.056,1
LN102751,55,Female,Single,1,Master's,Employed,23.3,90543,584,0,0,Education,30400,60,11.55,Own,17516,0,0.067,0
LN102752,32,Female,Married,1,Bachelor's,Employed,3.1,35286,548,0,0,Personal,2200,12,9.29,Mortgage,4099,0,0.062,1
LN102753,36,Male,Single,0,Bachelor's,Employed,3.9,79974,530,1,0,Medical,16800,12,15.19,Mortgage,5233,0,0.21,0
LN102754,37,Male,Married,1,High School,Self-Employed,4.9,60975,612,0,1,Education,25800,24,11.18,Mortgage,13286,0,0.242,1
LN102755,33,Female,Married,3,Bachelor's,Retired,2.5,37173,494,0,0,Auto,7400,24,13.03,Own,9696,7113,0.1,1
LN102756,40,Male,Single,1,High School,Self-Employed,11.0,29581,584,0,2,Personal,5200,84,10.84,Rent,9765,0,0.304,1
LN102757,29,Female,Single,2,High School,Employed,0.5,27356,515,0,0,Medical,4400,60,12.17,Own,7078,0,0.032,1
LN102758,25,Female,Single,1,Master's,Employed,1.5,49669,695,0,1,Personal,5800,36,8.07,Rent,36058,0,0.062,0
LN102759,44,Female,Divorced,0,Master's,Self-Employed,7.9,31517,602,0,2,Debt Consolidation,11200,36,11.17,Mortgage,13050,0,0.243,1
LN102760,44,Female,Married,1,Bachelor's,Employed,2.1,20657,582,0,0,Personal,3400,60,11.63,Mortgage,6381,0,0.033,1
LN102761,29,Female,Single,1,Associate,Employed,2.1,39021,548,0,4,Business,12800,24,13.74,Own,14386,15818,0.555,0
LN102762,47,Female,Married,3,Bachelor's,Unemployed,0.0,8000,606,0,2,Auto,1300,48,12.51,Own,888,1383,1.227,0
LN102763,31,Female,Single,2,Bachelor's,Self-Employed,4.9,43499,576,0,2,Home,72500,60,10.66,Rent,94,91156,0.442,0
LN102764,40,Female,Married,0,Bachelor's,Self-Employed,7.4,31481,532,0,2,Home,61300,60,16.09,Rent,3692,70223,0.588,0
LN102765,47,Male,Married,4,Bachelor's,Employed,15.0,23227,616,0,1,Auto,8100,360,12.26,Mortgage,2578,8093,0.14,1
LN102766,37,Male,Widowed,1,Bachelor's,Employed,1.0,23655,548,0,0,Debt Consolidation,6000,36,12.56,Mortgage,2382,0,0.085,1
LN102767,43,Female,Single,0,Master's,Employed,17.8,174123,601,0,1,Medical,39900,120,9.97,Mortgage,68038,0,0.04,1
LN102768,32,Female,Married,0,High School,Self-Employed,0.8,16211,489,0,1,Home,25100,240,17.53,Own,1151,27119,0.247,0
LN102769,35,Male,Married,0,Bachelor's,Self-Employed,15.3,28836,645,0,3,Home,21500,84,7.64,Mortgage,4389,21096,0.58,1
LN102770,35,Male,Married,2,Bachelor's,Employed,6.1,22089,539,0,0,Debt Consolidation,8900,120,12.66,Own,11424,0,0.04,1
LN102771,29,Female,Married,0,High School,Employed,7.8,27041,601,0,0,Home,30300,60,11.09,Rent,3676,35519,0.224,1
LN102772,36,Female,Married,0,Master's,Unemployed,0.0,9347,466,0,2,Business,10100,60,12.04,Mortgage,711,10919,0.739,0
LN102773,20,Male,Single,2,High School,Employed,0.6,8762,588,0,2,Business,7600,84,11.44,Rent,8393,8524,1.041,0
LN102774,32,Female,Married,1,Bachelor's,Employed,2.6,80938,485,0,1,Education,15800,36,13.18,Rent,12786,0,0.089,1
LN102775,34,Female,Divorced,3,High School,Employed,5.4,8000,457,0,0,Personal,1200,48,13.89,Mortgage,1740,0,0.038,0
LN102776,35,Female,Divorced,1,High School,Retired,2.7,8819,458,0,2,Home,11300,36,14.08,Rent,959,13180,0.923,0
LN102777,35,Female,Married,1,Bachelor's,Employed,6.8,30570,577,0,0,Business,20400,60,9.3,Rent,13426,22088,0.133,1
LN102778,37,Male,Single,2,Bachelor's,Employed,13.0,58790,606,0,1,Home,122900,240,9.47,Rent,10163,117996,0.142,1
LN102779,43,Female,Married,2,Master's,Self-Employed,4.4,33109,515,0,0,Education,13800,12,14.73,Rent,1256,0,0.417,1
LN102780,47,Female,Single,3,Bachelor's,Employed,8.6,25485,466,0,2,Education,8100,12,15.57,Mortgage,10979,0,0.556,0
LN102781,30,Female,Single,3,PhD,Employed,1.1,55668,633,0,3,Business,45400,36,9.48,Mortgage,981,55043,0.372,1
LN102782,24,Male,Married,1,Master's,Self-Employed,2.6,35790,573,0,3,Medical,3500,24,11.25,Rent,7122,0,0.228,1
LN102783,26,Male,Single,1,High School,Retired,0.7,8000,559,0,0,Business,5900,36,12.27,Mortgage,480,6588,0.246,0
LN102784,32,Male,Divorced,0,High School,Employed,3.5,44354,578,0,0,Home,37100,120,14.63,Mortgage,1383,40724,0.084,1
LN102785,34,Male,Married,0,High School,Employed,10.0,34291,490,0,1,Auto,6900,48,13.04,Mortgage,1486,8581,0.16,1
LN102786,29,Female,Married,0,Bachelor's,Employed,7.5,59694,563,0,1,Business,17200,24,11.34,Rent,7105,15833,0.216,1
LN102787,23,Female,Married,0,Bachelor's,Employed,3.1,39044,524,0,2,Home,59500,12,12.43,Mortgage,2573,66720,1.5,0
LN102788,32,Female,Married,1,High School,Employed,10.4,23202,509,0,1,Education,9400,36,14.57,Mortgage,554,0,0.342,0
LN102789,39,Female,Married,1,Bachelor's,Employed,6.9,78842,543,0,0,Business,31700,180,12.26,Rent,12744,32521,0.027,0
LN102790,44,Male,Single,0,Bachelor's,Employed,20.2,27296,587,0,0,Auto,3000,24,10.93,Rent,3810,3782,0.055,1
LN102791,31,Female,Married,3,Master's,Retired,4.6,38671,597,0,3,Home,66900,60,10.56,Mortgage,4342,63693,0.614,0
LN102792,33,Female,Single,0,Bachelor's,Employed,8.3,40911,563,0,0,Auto,3900,60,12.41,Own,1240,4306,0.019,1
LN102793,27,Female,Single,0,Master's,Self-Employed,3.3,49450,599,0,0,Medical,8400,24,10.71,Mortgage,14058,0,0.085,1
LN102794,37,Male,Married,3,Bachelor's,Employed,9.7,16466,621,0,0,Home,26600,120,8.26,Own,419,25254,0.162,0
LN102795,28,Female,Single,0,Associate,Self-Employed,2.8,17052,574,0,2,Education,2400,240,12.31,Own,326,0,0.273,0
LN102796,44,Female,Widowed,0,Master's,Employed,13.5,135047,700,0,1,Home,142200,60,9.26,Own,16671,149443,0.246,1
LN102797,18,Male,Married,1,Bachelor's,Employed,0.0,47865,497,0,2,Auto,10800,24,13.5,Own,2933,12302,0.18,1
LN102798,34,Female,Widowed,3,High School,Unemployed,0.0,8000,505,1,1,Personal,1000,12,14.55,Rent,622,0,0.559,0
LN102799,41,Female,Single,0,High School,Self-Employed,3.0,9442,460,0,0,Debt Consolidation,3900,12,13.81,Mortgage,2167,0,0.413,0
LN102800,40,Male,Widowed,2,High School,Employed,8.9,12991,535,0,0,Business,5200,84,12.21,Mortgage,130,6371,0.057,1
LN102801,67,Female,Single,0,High School,Unemployed,0.0,8000,422,0,2,Debt Consolidation,1700,12,16.5,Own,236,0,1.395,0
LN102802,41,Female,Single,3,High School,Retired,11.0,23119,602,0,2,Education,8100,12,11.78,Rent,1543,0,0.557,0
LN102803,26,Female,Single,0,Master's,Employed,4.2,16037,583,0,3,Personal,1000,180,9.17,Mortgage,378,0,0.233,0
LN102804,36,Female,Married,0,Bachelor's,Employed,6.3,89610,542,0,1,Personal,8600,36,12.18,Rent,2306,0,0.049,1
LN102805,18,Female,Single,1,Bachelor's,Self-Employed,0.0,45452,564,0,1,Auto,10800,36,11.3,Rent,4908,10820,0.104,1
LN102806,37,Male,Married,0,High School,Employed,4.5,45192,615,0,1,Personal,7400,84,11.64,Rent,6389,0,0.051,1
LN102807,28,Male,Single,0,Bachelor's,Employed,8.6,38803,586,0,1,Debt Consolidation,8500,24,11.13,Rent,2111,0,0.152,1
LN102808,48,Female,Single,3,Bachelor's,Employed,9.3,33946,503,0,3,Business,11500,180,15.25,Rent,1379,12427,0.176,0
LN102809,31,Female,Married,1,PhD,Self-Employed,8.2,42400,565,0,1,Personal,3500,36,12.15,Mortgage,5169,0,0.101,1
LN102810,36,Female,Single,2,Bachelor's,Self-Employed,5.9,29183,604,0,1,Medical,2900,180,9.11,Own,480,0,0.089,1
LN102811,31,Male,Married,0,High School,Unemployed,0.0,8000,457,0,2,Medical,1000,60,13.77,Own,974,0,0.587,0
LN102812,57,Male,Married,0,High School,Employed,8.9,28214,527,0,1,Business,28200,60,11.11,Mortgage,996,26653,0.29,0
LN102813,34,Female,Divorced,0,High School,Employed,8.8,12468,571,0,0,Personal,2100,48,13.12,Mortgage,553,0,0.042,0
LN102814,58,Male,Single,0,High School,Employed,28.5,8000,615,0,4,Medical,1700,60,9.57,Rent,1767,0,1.5,0
LN102815,46,Female,Widowed,1,Master's,Retired,12.3,27081,573,0,3,Education,7100,120,10.33,Own,3166,0,0.413,0
LN102816,43,Female,Married,0,High School,Employed,5.5,51497,581,0,1,Home,83700,12,9.23,Mortgage,31495,103305,1.5,0
LN102817,42,Female,Widowed,6,High School,Employed,9.8,20104,530,0,2,Auto,4800,24,13.09,Mortgage,778,5568,0.502,1
LN102818,42,Male,Single,0,Master's,Self-Employed,19.3,10531,552,0,0,Medical,2200,48,11.87,Rent,255,0,0.052,1
LN102819,18,Female,Married,0,High School,Employed,0.0,29069,431,0,1,Auto,6100,120,15.59,Own,6497,5892,0.154,0
LN102820,34,Female,Married,0,Associate,Self-Employed,4.6,25417,548,0,1,Medical,4300,36,10.24,Own,5344,0,0.118,1
LN102821,47,Male,Single,2,PhD,Employed,9.1,33797,630,0,3,Personal,2400,240,10.19,Rent,478,0,0.3,1
LN102822,37,Male,Married,0,Master's,Employed,2.2,13879,591,0,0,Education,6600,36,13.24,Rent,634,0,0.159,0
LN102823,22,Male,Married,0,Bachelor's,Self-Employed,2.3,45368,598,0,0,Home,90100,48,10.55,Mortgage,167,88477,0.496,0
LN102824,37,Male,Married,2,High School,Employed,5.9,36158,517,0,1,Education,11500,24,13.11,Own,3628,0,0.261,1
LN102825,56,Female,Single,0,Bachelor's,Employed,21.8,35945,622,0,2,Home,19100,120,13.44,Rent,5831,24368,0.187,1
LN102826,51,Female,Married,3,Bachelor's,Employed,8.5,20753,509,0,0,Medical,4900,84,12.57,Mortgage,1022,0,0.034,1
LN102827,37,Female,Single,1,High School,Employed,4.8,8000,560,0,2,Auto,1500,180,12.72,Rent,2805,1626,0.805,0
LN102828,48,Female,Married,1,High School,Employed,4.1,93701,544,0,2,Auto,19000,36,12.47,Mortgage,14573,18304,0.09,1
LN102829,33,Female,Single,0,Master's,Unemployed,0.0,10419,426,1,1,Education,2400,360,18.5,Mortgage,1612,0,0.244,0
LN102830,19,Male,Single,3,High School,Employed,0.5,31737,446,1,3,Home,64300,240,15.45,Own,10673,61189,0.409,0
LN102831,27,Female,Single,0,Master's,Employed,4.3,40675,614,0,2,Auto,5500,24,10.09,Rent,410,5563,0.195,1
LN102832,55,Female,Married,2,Bachelor's,Employed,24.0,39698,652,0,2,Personal,2500,84,11.64,Rent,2330,0,0.212,1
LN102833,34,Female,Widowed,2,PhD,Retired,14.4,33778,566,0,1,Debt Consolidation,5800,84,12.3,Rent,495,0,0.127,0
LN102834,35,Female,Single,2,Master's,Retired,8.7,38773,499,1,3,Medical,5000,240,14.73,Mortgage,2407,0,0.157,0
LN102835,34,Female,Single,2,High School,Self-Employed,4.8,37538,504,0,0,Auto,11800,12,12.71,Mortgage,773,11609,0.314,0
LN102836,58,Female,Single,0,Bachelor's,Employed,11.7,51312,556,0,1,Business,50900,12,11.65,Rent,1192,61801,1.065,0
LN102837,55,Female,Divorced,1,Bachelor's,Employed,21.4,72285,699,0,1,Education,10600,120,8.81,Own,29980,0,0.073,1
LN102838,62,Male,Married,1,PhD,Employed,13.5,68887,585,0,0,Medical,15100,240,10.6,Rent,2264,0,0.011,1
LN102839,36,Female,Single,0,Bachelor's,Employed,12.3,37193,577,0,0,Business,37800,12,13.63,Own,2217,45777,1.016,0
LN102840,41,Female,Married,3,High School,Employed,10.9,24999,615,0,0,Debt Consolidation,4200,84,11.31,Rent,978,0,0.024,1
LN102841,21,Male,Single,2,High School,Employed,1.1,20234,513,0,0,Auto,4400,24,12.93,Rent,9436,4741,0.109,1
LN102842,54,Male,Married,1,Bachelor's,Retired,4.3,36691,574,0,2,Education,13900,60,11.06,Mortgage,4163,0,0.247,0
LN102843,25,Female,Single,3,PhD,Employed,2.7,18626,577,0,1,Debt Consolidation,4600,12,12.43,Rent,1006,0,0.302,0
LN102844,40,Male,Married,3,PhD,Employed,8.4,68996,615,0,0,Business,44900,24,12.02,Rent,6964,52570,0.325,1
LN102845,25,Male,Divorced,2,Bachelor's,Self-Employed,1.7,33136,582,0,0,Debt Consolidation,13100,24,11.79,Mortgage,2185,0,0.198,1
LN102846,31,Female,Married,1,Master's,Employed,7.1,45831,591,0,1,Personal,4800,84,12.06,Mortgage,1592,0,0.079,1
LN102847,28,Female,Married,0,Bachelor's,Self-Employed,3.7,44414,527,1,2,Home,79700,24,13.74,Mortgage,1889,94945,1.075,0
LN102848,31,Female,Married,1,Bachelor's,Self-Employed,7.2,45234,597,0,2,Education,11800,12,9.7,Own,24367,0,0.449,1
LN102849,32,Male,Single,2,Bachelor's,Employed,1.8,52247,577,0,0,Home,43500,24,11.9,Rent,971,48450,0.416,1
LN102850,31,Male,Married,0,Master's,Employed,5.3,43739,529,0,1,Education,12200,60,13.02,Own,8547,0,0.122,1
LN102851,47,Male,Married,2,Bachelor's,Employed,15.9,35035,523,0,0,Home,59600,360,13.24,Rent,136,64422,0.057,0
LN102852,25,Male,Divorced,1,Bachelor's,Employed,2.5,28721,527,0,0,Debt Consolidation,10600,360,13.21,Own,1767,0,0.012,1
LN102853,40,Male,Single,2,Master's,Employed,5.2,36333,604,0,0,Auto,7600,120,9.16,Own,1811,6945,0.021,1
LN102854,51,Female,Married,2,Bachelor's,Employed,11.4,22928,568,0,4,Personal,1300,84,11.76,Mortgage,2104,0,0.611,0
LN102855,32,Female,Married,3,Bachelor's,Self-Employed,3.1,88365,665,0,1,Home,121200,240,11.15,Own,6361,132638,0.118,1
LN102856,30,Male,Single,2,Bachelor's,Employed,3.0,27876,549,0,0,Education,11700,240,12.75,Mortgage,1650,0,0.021,1
LN102857,35,Male,Married,1,High School,Self-Employed,1.9,8000,488,0,1,Debt Consolidation,3100,84,13.71,Rent,156,0,0.405,0
LN102858,50,Female,Divorced,1,High School,Employed,10.4,21858,561,0,1,Medical,3400,48,13.47,Mortgage,7762,0,0.131,1
LN102859,40,Female,Divorced,1,Bachelor's,Retired,7.5,12377,603,0,2,Personal,1200,240,10.45,Own,1411,0,0.268,0
LN102860,32,Male,Married,1,Master's,Employed,2.0,42035,627,0,1,Business,27200,360,9.73,Mortgage,14546,30678,0.09,1
LN102861,43,Female,Single,0,Bachelor's,Employed,2.1,25870,476,0,1,Personal,4800,60,13.02,Rent,4532,0,0.083,0
LN102862,25,Male,Divorced,0,Bachelor's,Employed,1.9,27676,552,0,0,Home,37100,180,12.53,Own,4611,47475,0.089,1
LN102863,45,Male,Married,2,Bachelor's,Employed,14.2,54443,620,0,2,Personal,10900,360,11.11,Mortgage,1889,0,0.132,1
LN102864,42,Male,Single,1,Bachelor's,Employed,6.7,43221,457,1,0,Education,10100,60,17.26,Mortgage,872,0,0.047,0
LN102865,34,Female,Single,1,Bachelor's,Employed,10.8,71276,722,0,2,Business,58200,84,9.03,Own,10429,56030,0.199,1
LN102866,28,Male,Single,1,High School,Employed,8.2,63131,494,0,2,Auto,8900,180,13.29,Rent,12505,11054,0.141,1
LN102867,28,Male,Single,2,Master's,Employed,4.4,50463,474,0,2,Education,20700,120,14.46,Mortgage,1680,0,0.084,0
LN102868,43,Male,Married,1,High School,Employed,4.7,21591,499,0,1,Home,13000,180,12.59,Mortgage,1986,13404,0.208,0
LN102869,51,Female,Single,1,Master's,Employed,2.9,54450,576,0,0,Medical,7300,120,11.74,Own,7576,0,0.013,1
LN102870,30,Male,Single,1,Bachelor's,Employed,4.6,22089,437,1,0,Education,5700,120,16.79,Rent,10148,0,0.026,1
LN102871,43,Male,Married,2,Bachelor's,Employed,6.9,23210,541,0,3,Personal,4200,180,11.26,Rent,5463,0,0.189,0
LN102872,18,Male,Married,3,Master's,Employed,0.0,31077,394,1,4,Business,15100,360,17.6,Mortgage,623,14362,0.213,0
LN102873,31,Male,Single,0,High School,Retired,6.4,13599,513,0,1,Education,6500,60,11.86,Rent,5192,0,0.412,0
LN102874,37,Male,Single,0,Master's,Employed,3.3,31285,572,0,0,Education,13000,24,9.66,Rent,3301,0,0.208,0
LN102875,27,Male,Single,0,High School,Employed,4.3,41551,612,0,0,Home,82500,180,10.37,Rent,3174,75840,0.132,0
LN102876,27,Male,Married,3,Associate,Employed,4.3,38575,467,1,1,Personal,6200,240,15.11,Rent,1255,0,0.121,0
LN102877,30,Male,Single,0,High School,Retired,7.7,11679,468,0,0,Debt Consolidation,2900,48,14.17,Own,1835,0,0.062,0
LN102878,41,Male,Married,2,Master's,Employed,6.9,12619,537,0,2,Home,16100,12,12.58,Rent,2196,17525,1.5,0
LN102879,35,Male,Single,1,High School,Employed,9.1,22495,607,0,0,Education,3700,36,10.36,Own,660,0,0.055,0
LN102880,18,Male,Single,0,Bachelor's,Employed,0.0,54963,627,0,2,Debt Consolidation,7300,24,11.37,Own,3317,0,0.142,1
LN102881,18,Female,Married,1,Bachelor's,Employed,0.0,42609,557,0,1,Education,20300,24,12.01,Rent,1487,0,0.304,0
LN102882,31,Female,Single,1,Bachelor's,Employed,7.8,33839,506,0,3,Personal,6200,48,11.27,Mortgage,1565,0,0.359,0
LN102883,43,Female,Single,6,Master's,Self-Employed,13.4,41111,541,0,0,Auto,9900,48,10.98,Mortgage,3111,11226,0.06,0
LN102884,18,Female,Single,1,Bachelor's,Employed,0.0,30677,465,0,3,Personal,2200,36,16.49,Rent,2201,0,0.435,0
LN102885,32,Female,Single,3,Master's,Self-Employed,7.0,23577,613,0,1,Personal,3000,36,10.51,Mortgage,6106,0,0.173,0
LN102886,32,Female,Married,2,Bachelor's,Employed,3.1,30715,561,0,0,Home,23200,240,12.06,Rent,5853,24960,0.038,1
LN102887,53,Female,Single,1,Bachelor's,Employed,21.0,14134,654,0,2,Business,11500,360,7.88,Own,631,14457,0.49,1
LN102888,33,Male,Divorced,2,Bachelor's,Retired,5.9,9563,500,0,3,Medical,1200,60,16.09,Mortgage,567,0,0.618,0
LN102889,42,Male,Married,1,High School,Employed,12.8,29189,510,0,2,Medical,3400,180,12.3,Own,2900,0,0.17,1
LN102890,39,Female,Married,0,Master's,Employed,3.6,42388,622,0,3,Home,68800,48,12.45,Rent,9412,77850,0.531,0
LN102891,18,Female,Single,2,PhD,Employed,0.0,25134,513,0,2,Medical,4900,36,13.16,Rent,688,0,0.19,0
LN102892,46,Male,Married,0,High School,Employed,13.8,40903,561,0,1,Medical,5500,36,12.8,Own,4409,0,0.125,1
LN102893,40,Female,Single,0,Bachelor's,Self-Employed,7.2,34360,644,0,1,Business,25500,120,10.51,Own,1810,29906,0.163,1
LN102894,43,Male,Single,3,Bachelor's,Employed,9.6,47732,592,0,1,Personal,8900,36,11.18,Rent,14263,0,0.085,1
LN102895,75,Male,Single,0,Bachelor's,Unemployed,0.0,14267,616,0,1,Home,10200,60,10.18,Own,1007,12323,0.339,0
LN102896,18,Male,Divorced,1,High School,Employed,0.0,14008,556,1,4,Debt Consolidation,4900,36,13.65,Rent,1997,0,1.286,0
LN102897,56,Male,Single,2,Master's,Employed,30.5,25658,646,0,0,Education,4900,60,9.59,Own,5018,0,0.038,1
LN102898,34,Male,Divorced,0,PhD,Employed,4.7,38888,634,0,0,Home,25700,12,12.0,Rent,2238,28623,0.661,1
LN102899,41,Female,Single,1,High School,Unemployed,0.0,8000,481,1,4,Debt Consolidation,2300,84,14.47,Mortgage,451,0,0.941,0
LN102900,37,Female,Divorced,2,PhD,Retired,3.9,34795,606,0,3,Medical,6300,60,10.55,Rent,7431,0,0.423,1
LN102901,33,Female,Divorced,1,Master's,Employed,5.6,54580,664,0,2,Debt Consolidation,9000,24,10.64,Mortgage,3830,0,0.199,0
LN102902,31,Male,Divorced,0,Bachelor's,Employed,10.8,27569,525,0,1,Home,50500,12,13.51,Own,3860,46042,1.5,0
LN102903,41,Female,Married,4,High School,Retired,8.7,24644,522,0,0,Personal,2500,36,13.11,Mortgage,283,0,0.034,1
LN102904,21,Male,Divorced,3,High School,Employed,1.6,57913,675,0,3,Debt Consolidation,18200,36,8.25,Mortgage,1879,0,0.344,1
LN102905,46,Male,Divorced,0,Bachelor's,Employed,16.4,16978,548,0,3,Personal,3500,36,11.38,Own,877,0,0.501,0
LN102906,33,Female,Single,2,Bachelor's,Self-Employed,2.1,21922,563,0,1,Business,12600,240,12.25,Mortgage,5212,14636,0.133,0
LN102907,25,Male,Married,0,Bachelor's,Retired,0.3,19075,447,0,2,Business,6500,120,14.49,Own,8933,6748,0.388,0
LN102908,33,Male,Married,1,Master's,Employed,4.5,29024,582,0,2,Home,16800,48,10.21,Rent,2329,20559,0.373,1
LN102909,51,Male,Single,1,Associate,Employed,19.5,39648,575,0,3,Medical,5600,36,9.72,Rent,2750,0,0.366,0
LN102910,32,Female,Married,3,Master's,Unemployed,0.0,8000,559,0,3,Business,3100,60,11.94,Mortgage,452,3286,1.5,0
LN102911,41,Male,Single,1,PhD,Employed,8.2,37553,565,0,1,Auto,6700,84,11.57,Rent,4110,6410,0.11,1
LN102912,29,Female,Married,0,Bachelor's,Employed,2.0,75385,637,0,0,Personal,9800,48,10.08,Rent,12310,0,0.032,1
LN102913,46,Female,Single,1,High School,Employed,11.7,50886,637,0,0,Personal,3500,360,10.29,Rent,2728,0,0.01,1
LN102914,45,Female,Single,1,High School,Unemployed,0.0,10732,549,1,1,Education,1700,36,14.43,Rent,391,0,0.306,0
LN102915,58,Female,Single,2,High School,Employed,7.6,15253,524,0,2,Auto,3700,24,11.88,Mortgage,1481,4316,0.711,0
LN102916,36,Male,Divorced,0,Bachelor's,Employed,10.0,54933,478,0,1,Home,109700,84,13.84,Rent,3124,120850,0.343,1
LN102917,45,Male,Single,2,Bachelor's,Employed,12.8,68354,581,0,2,Debt Consolidation,17000,48,13.25,Mortgage,2770,0,0.18,0
LN102918,39,Male,Married,1,High School,Unemployed,0.0,8000,576,0,2,Medical,1200,12,10.97,Mortgage,591,0,1.251,0
LN102919,52,Male,Married,1,Master's,Self-Employed,24.4,18600,580,0,0,Personal,1300,36,11.81,Own,186,0,0.023,1
LN102920,30,Female,Married,2,Associate,Self-Employed,4.1,41128,573,0,0,Medical,7200,360,12.06,Rent,3046,0,0.01,0
LN102921,46,Male,Single,0,High School,Self-Employed,13.2,9234,557,0,1,Business,9500,24,11.9,Mortgage,5260,12316,0.667,0
LN102922,35,Male,Single,0,High School,Employed,11.7,16912,445,1,1,Home,13500,60,19.33,Own,3309,17290,0.354,0
LN102923,37,Female,Married,1,Bachelor's,Employed,13.9,15311,560,0,1,Personal,1400,36,11.67,Own,1442,0,0.277,1
LN102924,39,Female,Single,1,Bachelor's,Unemployed,0.0,8690,540,0,0,Debt Consolidation,2400,84,13.16,Mortgage,1408,0,0.039,0
LN102925,40,Female,Married,1,Master's,Employed,6.4,133728,615,0,1,Business,88500,180,9.94,Rent,5172,79946,0.074,1
LN102926,36,Female,Divorced,1,Bachelor's,Self-Employed,6.9,57563,596,0,2,Home,114700,48,10.39,Own,257,116447,0.605,0
LN102927,40,Female,Single,2,High School,Self-Employed,4.9,56131,483,0,4,Personal,4000,48,14.36,Rent,3314,0,0.342,0
LN102928,55,Female,Married,1,Bachelor's,Employed,17.1,53434,530,0,0,Education,9700,60,11.11,Rent,3496,0,0.036,1
LN102929,48,Male,Widowed,2,Bachelor's,Employed,19.1,16765,600,0,3,Business,6300,36,11.83,Mortgage,2155,7170,0.775,0
LN102930,47,Female,Divorced,1,Associate,Employed,2.5,26061,555,0,2,Auto,7000,240,13.5,Own,114,6771,0.322,1
LN102931,32,Female,Divorced,2,Bachelor's,Employed,2.9,41384,636,0,3,Medical,5400,60,11.35,Rent,5304,0,0.14,1
LN102932,28,Male,Married,0,Associate,Employed,3.1,36735,594,0,1,Debt Consolidation,6300,48,10.95,Rent,68904,0,0.073,1
LN102933,48,Male,Single,0,High School,Self-Employed,12.5,45311,672,0,1,Personal,4200,60,9.52,Rent,4704,0,0.097,1
LN102934,47,Female,Divorced,1,High School,Self-Employed,25.9,19060,665,0,0,Auto,2900,240,8.59,Mortgage,14063,3560,0.01,1
LN102935,54,Female,Divorced,0,Bachelor's,Unemployed,0.0,9416,559,0,0,Business,7000,48,14.07,Rent,1062,8825,0.186,0
LN102936,31,Male,Married,1,PhD,Self-Employed,3.4,47635,634,0,2,Debt Consolidation,16200,36,11.68,Rent,2023,0,0.31,1
LN102937,35,Male,Single,1,Bachelor's,Employed,15.8,62535,541,0,1,Personal,5300,360,10.9,Mortgage,3890,0,0.036,0
LN102938,19,Female,Married,1,Master's,Employed,0.3,42250,588,0,1,Business,18800,360,13.63,Rent,6964,23975,0.102,1
LN102939,33,Female,Single,2,Bachelor's,Employed,2.6,36130,501,0,3,Education,15700,180,15.14,Own,12645,0,0.297,1
LN102940,48,Male,Single,1,High School,Unemployed,0.0,8000,634,0,3,Personal,1000,60,8.82,Rent,2083,0,0.845,0
